37.58.100.142 - - [26/Aug/2014:06:29:36 -0600] "GET /entry/near/38.9651%2C-89.1127/filter?unit=mile;distance=25;sort_order=ASC;page=;order_by=distance;address=62471;limit= HTTP/1.1" 200 6705 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
173.252.74.115 - - [26/Aug/2014:06:29:49 -0600] "GET /entry-images/4372/4372-2495-small.jpg HTTP/1.1" 206 12915 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
157.55.39.237 - - [26/Aug/2014:06:29:54 -0600] "GET /entry/730 HTTP/1.1" 200 5798 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.69.177 - - [26/Aug/2014:06:29:54 -0600] "GET /region/2770/filter/veg_level=2;category_id=1 HTTP/1.1" 200 3789 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
74.6.254.104 - - [26/Aug/2014:06:29:59 -0600] "GET /region/37/recent.rss HTTP/1.1" 200 21358 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
37.58.100.142 - - [26/Aug/2014:06:30:05 -0600] "GET /entry/18216 HTTP/1.1" 200 4764 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
37.58.100.142 - - [26/Aug/2014:06:30:07 -0600] "GET /entry/14991 HTTP/1.1" 200 4875 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
68.180.225.35 - - [26/Aug/2014:06:30:10 -0600] "GET /entry/95 HTTP/1.1" 200 6725 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
37.58.100.142 - - [26/Aug/2014:06:30:20 -0600] "GET /entry/near/40.6522%2C-119.355/filter/category_id=1?unit=mile;distance=5;sort_order=ASC;page=1;order_by=distance;address=89412;limit=20 HTTP/1.1" 200 6316 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
207.46.13.94 - - [26/Aug/2014:06:30:23 -0600] "GET /entry/20250/edit_form HTTP/1.1" 302 338 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
37.58.100.142 - - [26/Aug/2014:06:30:50 -0600] "GET /entry/near/31.6887%2C-98.9677/filter?unit=mile;distance=25;sort_order=ASC;page=;order_by=distance;address=76801;limit= HTTP/1.1" 200 6213 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
131.253.24.55 - - [26/Aug/2014:06:30:53 -0600] "GET /entry/13277 HTTP/1.1" 200 5196 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)"
207.46.13.94 - - [26/Aug/2014:06:30:53 -0600] "GET /entry/19769 HTTP/1.1" 200 4312 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
131.253.24.55 - - [26/Aug/2014:06:30:54 -0600] "GET /7b0744/css/vegguide-combined.css HTTP/1.1" 200 20810 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)"
131.253.24.55 - - [26/Aug/2014:06:30:55 -0600] "GET /7b0744/js/vegguide-combined.js HTTP/1.1" 200 94167 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)"
68.180.225.35 - - [26/Aug/2014:06:30:55 -0600] "GET /entry/16623 HTTP/1.1" 200 4827 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
62.210.122.209 - - [26/Aug/2014:06:31:01 -0600] "GET /region/35.rss HTTP/1.1" 200 1123880 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
66.249.69.161 - - [26/Aug/2014:06:31:03 -0600] "GET /entry/6427/reviews HTTP/1.1" 200 3560 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
199.30.27.2 - - [26/Aug/2014:06:31:07 -0600] "GET /robots.txt HTTP/1.1" 200 151 "-" "msnbot-UDiscovery/2.0b (+http://search.msn.com/msnbot.htm)"
199.30.27.2 - - [26/Aug/2014:06:31:07 -0600] "GET /site/recent.rss?entries_only=1 HTTP/1.1" 200 8228 "-" "msnbot-UDiscovery/2.0b (+http://search.msn.com/msnbot.htm)"
183.60.214.53 - - [26/Aug/2014:06:31:08 -0600] "GET /region/284/comment_form HTTP/1.1" 302 338 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)"
207.46.13.94 - - [26/Aug/2014:06:31:23 -0600] "GET /entry/12997 HTTP/1.1" 200 4736 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
68.180.225.35 - - [26/Aug/2014:06:31:40 -0600] "GET /region/616/filter/veg_level=2 HTTP/1.1" 200 9216 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
183.60.213.53 - - [26/Aug/2014:06:31:46 -0600] "GET /user/379 HTTP/1.1" 200 3549 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)"
199.30.80.104 - - [26/Aug/2014:06:31:53 -0600] "GET /location/view.html?location_id=174&new_query=1 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows NT 6.1; rv:12.0; StumbleUpon; noc@stumbleupon.com) Gecko/20100101 Firefox/12.0"
199.30.80.104 - - [26/Aug/2014:06:31:53 -0600] "GET /region/174 HTTP/1.1" 200 5666 "-" "Mozilla/5.0 (Windows NT 6.1; rv:12.0; StumbleUpon; noc@stumbleupon.com) Gecko/20100101 Firefox/12.0"
193.202.255.201 - - [26/Aug/2014:06:31:53 -0600] "GET /entry/14769 HTTP/1.1" 200 11696 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
207.46.13.94 - - [26/Aug/2014:06:31:54 -0600] "GET /region/642/filter/veg_level=2 HTTP/1.1" 200 8169 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/caa-logo.png HTTP/1.1" 200 10681 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/vegguide-logo.png HTTP/1.1" 200 20540 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/close-button.png HTTP/1.1" 200 693 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /7b0744/css/vegguide-combined.css HTTP/1.1" 200 20810 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /7b0744/images/ratings/green-0-00.png HTTP/1.1" 200 791 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/upload-an-image.png HTTP/1.1" 200 7026 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/fs-logo.png HTTP/1.1" 200 10293 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/peta-logo.jpg HTTP/1.1" 200 14774 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/cok-logo.png HTTP/1.1" 200 8577 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/thl-logo.png HTTP/1.1" 200 2925 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:54 -0600] "GET /images/vo-logo.gif HTTP/1.1" 200 1553 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /7b0744/js/vegguide-combined.js HTTP/1.1" 200 94167 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/transparent.gif HTTP/1.1" 200 49 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/loader.gif HTTP/1.1" 200 3208 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/red-bullet.png HTTP/1.1" 200 231 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/ratings/blue-1-00.png HTTP/1.1" 200 1037 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/ratings/blue-2-00.png HTTP/1.1" 200 1375 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/ratings/blue-3-00.png HTTP/1.1" 200 1416 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/ratings/blue-5-00.png HTTP/1.1" 200 1198 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:55 -0600] "GET /images/ratings/blue-4-00.png HTTP/1.1" 200 1375 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
193.202.255.201 - - [26/Aug/2014:06:31:56 -0600] "GET /images/favicon.ico HTTP/1.1" 200 1022 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
183.60.212.148 - - [26/Aug/2014:06:31:57 -0600] "GET /user/958 HTTP/1.1" 200 3266 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)"
183.60.213.53 - - [26/Aug/2014:06:32:04 -0600] "GET /region/565/feeds HTTP/1.1" 200 3339 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)"
66.249.69.161 - - [26/Aug/2014:06:32:12 -0600] "GET /entry/3464/reviews HTTP/1.1" 200 3105 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
157.55.39.70 - - [26/Aug/2014:06:32:24 -0600] "GET / HTTP/1.1" 200 3915 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
68.180.225.35 - - [26/Aug/2014:06:32:30 -0600] "GET /region/7/filter?sort_order=DESC;page=2;order_by=rating;limit=20 HTTP/1.1" 200 9266 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
37.58.100.142 - - [26/Aug/2014:06:32:39 -0600] "GET /entry/near/41.9902%2C-117.712/filter?unit=mile;distance=25;sort_order=ASC;page=;order_by=distance;address=89421;limit= HTTP/1.1" 200 6212 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
157.55.39.71 - - [26/Aug/2014:06:32:54 -0600] "GET /entry/18705 HTTP/1.1" 200 4846 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
199.30.24.120 - - [26/Aug/2014:06:33:01 -0600] "GET /region/2841/map HTTP/1.1" 200 4215 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:02 -0600] "GET /images/close-button.png HTTP/1.1" 200 693 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:02 -0600] "GET /7b0744/images/map-icons/restaurant3.png HTTP/1.1" 200 846 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:02 -0600] "GET /7b0744/images/map-icons/restaurant5.png HTTP/1.1" 200 826 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:04 -0600] "GET /7b0744/images/map-icons/restaurant2.png HTTP/1.1" 200 833 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:04 -0600] "GET /7b0744/images/map-icons/restaurant1.png HTTP/1.1" 200 837 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:04 -0600] "GET /7b0744/images/map-icons/restaurant.png HTTP/1.1" 200 1071 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:05 -0600] "GET /7b0744/images/map-icons/grocery.png HTTP/1.1" 200 1100 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:05 -0600] "GET /7b0744/images/map-icons/catering.png HTTP/1.1" 200 1094 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:05 -0600] "GET /7b0744/images/map-icons/organization.png HTTP/1.1" 200 1224 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:05 -0600] "GET /7b0744/images/map-icons/coffee.png HTTP/1.1" 200 973 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:06 -0600] "GET /7b0744/images/map-icons/food_court.png HTTP/1.1" 200 1425 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:06 -0600] "GET /7b0744/images/map-icons/general_store.png HTTP/1.1" 200 891 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:06 -0600] "GET /7b0744/images/map-icons/bar.png HTTP/1.1" 200 1143 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:09 -0600] "GET /7b0744/images/map-icons/other.png HTTP/1.1" 200 1663 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:09 -0600] "GET /7b0744/images/map-icons/lodging.png HTTP/1.1" 200 1255 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:14 -0600] "GET /images/thl-logo.png HTTP/1.1" 200 2925 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:15 -0600] "GET /images/cok-logo.png HTTP/1.1" 200 8577 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
68.180.225.35 - - [26/Aug/2014:06:33:15 -0600] "GET /entry/near/45.3672%2C-122.65/filter?unit=mile;distance=25;sort_order=ASC;page=;order_by=distance;address=97068;limit= HTTP/1.1" 200 9059 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
199.30.24.120 - - [26/Aug/2014:06:33:17 -0600] "GET /images/fs-logo.png HTTP/1.1" 200 10293 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
199.30.24.120 - - [26/Aug/2014:06:33:17 -0600] "GET /images/vo-logo.gif HTTP/1.1" 200 1553 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
66.249.69.193 - - [26/Aug/2014:06:33:21 -0600] "GET /entry/8198/map HTTP/1.1" 200 3556 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.46.13.94 - - [26/Aug/2014:06:33:24 -0600] "GET /region/1 HTTP/1.1" 200 3128 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.94 - - [26/Aug/2014:06:33:54 -0600] "GET /entry/17284 HTTP/1.1" 200 4410 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
